Stn	T4700	G150	T1966	T461	T1338	T3133	Spp
Porsangerfjord 2	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	NA	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	NA	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-144	NA	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	NA	113-113	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Porsangerfjord 2	70-70	131-131	102-102	NA	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	NA	143-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	139-139	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	NA	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	NA	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	NA	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	113-119	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	87-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	75-75	115-118	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-141	NA	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Porsangerfjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Østerbotn	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	90-90	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	136-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-116	Calanus finmarchicus
Østerbotn	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Østerbotn	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	110-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	72-72	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	72-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	139-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Østerbotn	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Østerbotn	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	139-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Østerbotn	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	70-70	131-131	102-102	143-143	72-72	113-115	Calanus finmarchicus
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	134-136	72-72	105-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	NA	161-161	NA	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	NA	72-72	NA	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	NA	72-72	NA	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	NA	72-72	NA	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 2	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Ranfjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	141-143	72-72	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	NA	75-75	NA	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	NA	75-75	NA	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-149	75-75	115-115	Calanus finmarchicus
Ranfjord 3	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	110-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-116	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	NA	75-75	NA	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	72-72	113-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	NA	NA	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	79-79	113-113	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-144	75-75	115-115	Calanus finmarchicus
Ranfjord 3	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Ranfjord 3	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Risørfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Risørfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Risørfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
